neighbourhood_cleansed,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy
Pacific Heights,94115,House,Entire home/apt,8,3.5,4,5,Real Bed,$995.00,"$2,500.00","$8,400.00","$1,000.00",$250.00,1,$0.00,3,30,80,4,11/22/13,8/11/19,98,10,10,10,10,10,10,strict_14_with_grace_period
Mission,94110,House,Entire home/apt,4,1,2,2,Real Bed,$250.00,"$1,850.00","$5,850.00","$1,000.00",$250.00,4,$0.00,70,70,7,0,11/23/13,7/15/16,100,10,10,10,10,10,10,strict_14_with_grace_period
Castro/Upper Market,94114,Apartment,Entire home/apt,2,1,1,1,Real Bed,$295.00,"$1,800.00","$5,800.00",,$75.00,1,$0.00,30,1125,4,0,12/16/13,9/29/14,100,10,10,10,10,10,10,strict_14_with_grace_period
Mission,94110,Apartment,Private room,1,1,1,1,Real Bed,$80.00,,,,,1,$0.00,3,7,44,35,7/7/18,9/7/19,100,10,10,10,10,10,10,flexible
Haight Ashbury,94117,Apartment,Entire home/apt,2,1,1,1,Real Bed,$157.00,,"$3,100.00","$1,600.00",,1,$0.00,30,1125,5,1,7/1/15,8/22/19,88,10,10,9,8,9,9,flexible
Western Addition,94117,Loft,Entire home/apt,4,1,1,2,Real Bed,$300.00,"$3,000.00","$9,000.00",$500.00,$150.00,2,$100.00,30,1125,47,1,2/3/14,4/6/19,97,10,10,9,9,10,9,moderate
Bayview,94124,House,Entire home/apt,6,1,2,2,Real Bed,$131.00,$700.00,"$3,000.00",$500.00,$200.00,3,$20.00,30,365,14,4,10/17/14,8/17/19,94,10,10,10,10,8,9,strict_14_with_grace_period
Noe Valley,94131,House,Entire home/apt,4,1.5,2,3,Real Bed,$228.00,"$1,550.00","$4,950.00",$400.00,$160.00,4,$50.00,30,180,100,2,12/10/13,10/1/19,99,10,10,10,10,10,10,strict_14_with_grace_period
Noe Valley,94114,House,Entire home/apt,7,3.5,4,4,Real Bed,$900.00,,,$0.00,$300.00,1,$0.00,4,9,23,3,6/19/14,7/27/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Potrero Hill,94107,House,Entire home/apt,5,2,3,4,Real Bed,$309.00,"$2,200.00",,,$125.00,1,$0.00,4,10,20,2,5/5/14,7/26/19,97,10,10,10,10,10,10,moderate
Western Addition,94115,House,Entire home/apt,6,2.5,3,3,Real Bed,$450.00,"$3,000.00","$10,000.00","$2,000.00",$150.00,5,$50.00,1,1125,150,33,11/23/13,10/5/19,95,10,10,10,10,10,9,strict_14_with_grace_period
Mission,94110,Apartment,Entire home/apt,4,1,2,2,Real Bed,$299.00,,,$200.00,$100.00,4,$100.00,3,10,8,3,7/23/17,2/26/19,100,10,10,10,10,10,8,moderate
South of Market,94105,Condominium,Private room,2,1,1,1,Real Bed,$115.00,,"$2,850.00",,,1,$0.00,30,1125,35,7,11/22/13,9/14/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Western Addition,94115,Apartment,Entire home/apt,2,1,0,1,Futon,$156.00,$900.00,"$3,500.00",$250.00,$95.00,1,$35.00,30,90,116,12,1/13/14,6/16/19,94,9,9,10,10,9,9,strict_14_with_grace_period
Haight Ashbury,94117,Apartment,Entire home/apt,2,1,0,1,Real Bed,$125.00,,,,$55.00,1,$0.00,30,30,323,23,12/13/13,7/15/19,97,10,10,10,10,10,9,moderate
Inner Sunset,94131,House,Private room,8,1,1,4,Real Bed,$120.00,,,$0.00,$10.00,2,$20.00,1,7,604,129,11/22/13,9/29/19,97,10,9,10,10,10,10,strict_14_with_grace_period
Visitacion Valley,94134,House,Private room,4,1,1,3,Real Bed,$94.00,,,$250.00,$59.00,2,$49.00,1,29,134,50,10/10/16,10/11/19,96,10,10,10,10,10,9,strict_14_with_grace_period
Financial District,94133,Apartment,Entire home/apt,2,1,1,1,Real Bed,$180.00,"$1,150.00","$4,075.00",$700.00,$100.00,1,$0.00,30,90,38,6,6/1/14,10/1/19,97,10,10,10,10,10,9,strict_14_with_grace_period
Excelsior,94112,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$80.00,$460.00,"$1,700.00",$250.00,$35.00,1,$10.00,2,60,193,87,3/19/14,10/5/19,97,10,10,10,10,9,10,moderate
Pacific Heights,94115,Apartment,Entire home/apt,2,1,1,1,Real Bed,$350.00,,,,,1,$0.00,30,1124,65,2,11/22/13,1/13/19,99,10,10,10,10,10,10,moderate
Mission,94110,Guest suite,Private room,4,1,1,2,Futon,$150.00,$600.00,"$2,100.00",$200.00,$100.00,2,$15.00,1,27,175,27,3/3/14,10/10/19,92,10,10,10,10,10,10,moderate
Mission,94110,Apartment,Private room,3,1,1,2,Real Bed,$135.00,,,$0.00,$70.00,2,$35.00,2,21,116,23,1/22/15,10/6/19,98,10,10,10,10,10,10,moderate
Inner Sunset,94122,Guesthouse,Entire home/apt,1,1,1,1,Real Bed,$95.00,,,$200.00,$40.00,1,$0.00,2,14,134,37,1/23/14,10/6/19,99,10,10,10,10,10,10,moderate
Mission,94110,Apartment,Entire home/apt,5,2,2,2,Real Bed,"$1,166.00",,,"$1,500.00",$180.00,2,$25.00,4,29,7,0,6/22/14,2/8/16,97,10,9,10,10,10,9,strict_14_with_grace_period
Mission,94110,Apartment,Private room,1,1,1,1,Real Bed,$160.00,,,$0.00,$80.00,1,$0.00,3,25,19,0,12/16/13,3/13/18,95,10,10,10,10,9,10,moderate
Mission,94110,Apartment,Private room,2,1,1,1,Real Bed,$100.00,,,$200.00,$30.00,1,$15.00,3,1124,83,18,1/25/17,6/14/19,100,10,10,10,10,10,10,moderate
Mission,94110,Loft,Entire home/apt,2,1,1,1,Real Bed,$169.00,,,,$80.00,1,$0.00,2,30,215,63,1/4/14,10/2/19,99,10,10,10,10,10,10,moderate
Haight Ashbury,94117,Condominium,Private room,1,1,1,1,Real Bed,$150.00,,,,,1,$0.00,3,365,70,24,9/3/14,9/27/19,99,10,10,10,10,10,10,flexible
Castro/Upper Market,94114,Condominium,Private room,2,1,1,1,Real Bed,$165.00,$825.00,"$3,000.00",$0.00,$40.00,1,$0.00,3,16,84,7,1/2/14,9/22/19,95,10,10,10,10,10,10,strict_14_with_grace_period
Bernal Heights,94110,Apartment,Private room,2,1,1,1,Real Bed,$95.00,,,,$40.00,1,$0.00,1,1125,103,12,10/6/15,9/24/19,96,10,10,10,10,10,9,strict_14_with_grace_period
Castro/Upper Market,94114,House,Entire home/apt,6,3,3,3,Real Bed,$499.00,,,"$5,000.00",$150.00,2,$0.00,5,60,2,0,3/24/15,9/18/15,100,10,10,10,10,10,10,strict_14_with_grace_period
Mission,94110,Condominium,Entire home/apt,5,1,3,3,Real Bed,$339.00,"$1,250.00",,$0.00,$150.00,2,$0.00,5,35,53,15,6/29/15,10/11/19,99,10,10,10,10,10,10,flexible
Bernal Heights,94110,Apartment,Entire home/apt,3,1,1,1,Real Bed,$99.00,"$1,113.00","$3,895.00",$750.00,$245.00,2,$25.00,30,1125,24,1,1/16/14,8/1/19,88,9,9,10,10,9,9,strict_14_with_grace_period
Haight Ashbury,94117,Condominium,Entire home/apt,3,1,1,1,Real Bed,$325.00,,,"$2,000.00",$175.00,1,$0.00,2,60,114,34,1/2/14,9/26/19,98,10,9,9,10,10,9,moderate
Financial District,94105,Apartment,Private room,2,1,1,1,Real Bed,$95.00,,"$3,000.00",$500.00,$100.00,1,$10.00,30,1125,10,0,12/31/13,4/2/18,98,10,10,10,10,10,9,strict_14_with_grace_period
South of Market,94105,Condominium,Entire home/apt,2,1,0,1,Real Bed,$152.00,,"$4,050.00",,,1,$0.00,30,1125,14,3,9/2/15,4/1/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Outer Sunset,94122,Apartment,Entire home/apt,2,1,0,1,Real Bed,$125.00,,,"$1,000.00",$100.00,1,$50.00,30,1125,295,1,12/19/13,1/13/19,98,10,10,10,10,9,10,strict_14_with_grace_period
Bernal Heights,94110,House,Private room,2,1,1,1,Real Bed,$140.00,$870.00,,,$70.00,2,$20.00,3,30,181,40,12/23/13,10/2/19,97,10,10,10,10,10,10,strict_14_with_grace_period
Haight Ashbury,94117,Apartment,Private room,1,1,1,1,Real Bed,$102.00,$620.00,,$0.00,$30.00,1,$40.00,1,1125,283,44,12/12/13,9/27/19,98,10,10,10,10,10,10,strict_14_with_grace_period
Noe Valley,94114,House,Private room,2,1,1,1,Real Bed,$132.00,"$1,140.00","$4,300.00",$0.00,$20.00,1,$0.00,2,30,336,64,12/16/13,9/30/19,98,10,10,10,10,10,10,flexible
Haight Ashbury,94117,Apartment,Entire home/apt,2,1,1,1,Real Bed,$125.00,,"$2,800.00","$1,000.00",$150.00,2,$0.00,60,93,4,0,12/29/13,2/15/18,90,10,10,10,10,10,10,strict_14_with_grace_period
Mission,94110,Loft,Private room,4,1,2,2,Real Bed,$297.00,,,$0.00,$100.00,4,$0.00,2,1125,480,1,12/6/13,10/20/18,99,10,10,10,10,10,10,moderate
Outer Mission,94112,House,Private room,2,1,1,1,Real Bed,$69.00,,,$100.00,$25.00,1,$0.00,2,30,371,53,12/31/13,9/27/19,95,10,10,10,10,9,10,moderate
Bernal Heights,94110,Apartment,Entire home/apt,5,2,3,3,Real Bed,$200.00,"$2,415.00","$7,995.00","$1,000.00",$495.00,4,$25.00,30,1125,5,0,8/31/15,1/6/18,96,10,10,10,10,10,9,strict_14_with_grace_period
South of Market,94103,Condominium,Entire home/apt,4,1,1,2,Real Bed,$600.00,,,,$50.00,1,$0.00,4,14,26,1,12/15/13,10/14/18,93,10,9,10,10,9,9,moderate
Mission,94110,Townhouse,Entire home/apt,3,1,1,1,Real Bed,$160.00,$980.00,,$200.00,$100.00,2,$39.00,3,19,23,0,7/31/14,9/22/18,84,9,8,10,9,9,8,moderate
Outer Sunset,94116,House,Private room,2,1,1,1,Real Bed,$84.00,$790.00,"$2,247.00",$350.00,$35.00,2,$25.00,1,28,310,61,2/1/14,10/5/19,94,10,10,10,10,10,10,moderate
Mission,94103,Apartment,Entire home/apt,3,1,1,1,Real Bed,$197.00,,,$100.00,$70.00,1,$0.00,5,1125,46,5,2/1/14,8/27/19,96,10,9,10,10,9,9,strict_14_with_grace_period
Potrero Hill,94107,Apartment,Entire home/apt,6,2,2,2,Real Bed,$800.00,"$2,400.00","$6,000.00",,$100.00,1,$0.00,3,10,20,4,1/2/14,9/27/19,100,10,10,10,10,9,9,moderate
Inner Richmond,94118,House,Entire home/apt,6,1.5,3,5,Real Bed,$450.00,"$1,800.00","$5,500.00","$1,000.00",$200.00,1,$0.00,3,21,4,0,8/17/14,8/4/18,100,10,10,10,10,9,10,strict_14_with_grace_period
Haight Ashbury,94117,Apartment,Entire home/apt,6,1,3,3,Real Bed,$550.00,"$3,500.00","$8,800.00","$3,000.00",$200.00,5,$50.00,5,1125,139,30,2/1/14,9/25/19,99,10,10,10,10,10,10,strict_14_with_grace_period
Outer Mission,94131,House,Private room,3,1,1,1,Real Bed,$119.00,$715.00,"$2,750.00",$500.00,$55.00,2,$30.00,1,28,282,58,2/14/14,10/8/19,98,10,10,10,10,10,10,strict_14_with_grace_period
Outer Mission,94112,House,Private room,2,1,1,1,Real Bed,$69.00,,,$100.00,$30.00,2,$0.00,2,30,367,56,12/12/13,10/3/19,96,10,10,10,10,9,10,moderate
Mission,94110,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$149.00,,,,$60.00,1,$20.00,5,102,141,24,3/31/14,9/19/19,89,9,9,10,9,10,9,moderate
Outer Mission,94112,House,Private room,2,1,1,1,Real Bed,$69.00,,,$100.00,$25.00,1,$0.00,2,28,378,45,12/31/13,9/30/19,94,10,10,10,10,9,9,moderate
Mission,94110,House,Entire home/apt,6,2,4,4,Real Bed,$575.00,,,,$150.00,6,$0.00,5,30,23,2,7/12/14,8/16/19,96,10,10,9,9,10,9,moderate
Inner Richmond,94118,House,Entire home/apt,4,1,1,4,Real Bed,$225.00,,,$0.00,$50.00,2,$25.00,3,30,174,25,1/2/14,9/24/19,97,10,10,10,10,10,9,moderate
Downtown/Civic Center,,Apartment,Entire home/apt,1,1,0,1,Real Bed,$82.00,,,"$2,000.00",$100.00,1,$150.00,60,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Mission,94110,Apartment,Private room,2,1,1,1,Real Bed,$100.00,,,,,1,$0.00,30,1125,82,0,12/13/13,3/2/15,96,10,10,10,10,10,10,moderate
Mission,94110,Apartment,Private room,2,1,1,1,Futon,$85.00,$600.00,"$2,350.00",$100.00,$0.00,1,$20.00,5,60,124,30,1/16/14,9/2/19,98,10,10,10,10,10,10,moderate
Outer Mission,94131,House,Entire home/apt,5,1,2,3,Real Bed,$195.00,,,$0.00,$120.00,4,$25.00,6,80,20,2,12/27/13,7/13/19,98,10,9,10,10,10,9,moderate
Potrero Hill,94107,Apartment,Entire home/apt,3,1,1,1,Real Bed,$160.00,"$1,100.00","$4,000.00",$300.00,$75.00,1,$0.00,30,1125,27,0,2/16/14,12/29/17,96,10,9,10,10,10,10,moderate
Haight Ashbury,94114,House,Private room,2,1,1,1,Real Bed,$95.00,,,$500.00,$70.00,1,$50.00,30,1125,13,0,3/19/14,12/29/17,93,10,8,10,10,10,9,strict_14_with_grace_period
Western Addition,94115,Apartment,Entire home/apt,3,1,0,2,Real Bed,$129.00,"$1,547.00","$5,460.00",$500.00,$0.00,2,$0.00,30,90,33,0,12/31/13,11/11/17,90,9,10,10,10,10,8,strict_14_with_grace_period
Mission,94103,Guesthouse,Entire home/apt,2,1,0,1,Real Bed,$90.00,"$1,300.00","$3,500.00",$500.00,$100.00,1,$5.00,30,180,175,8,1/21/14,9/22/19,95,10,10,10,10,9,9,strict_14_with_grace_period
Western Addition,94117,Townhouse,Private room,1,1,1,1,Real Bed,$65.00,$632.00,"$1,500.00",$0.00,$26.00,1,$0.00,3,28,46,13,1/25/15,10/7/19,96,10,10,10,10,10,10,strict_14_with_grace_period
Outer Mission,94112,House,Private room,2,1,1,1,Real Bed,$69.00,,,$100.00,$30.00,2,$0.00,2,30,355,56,12/31/13,9/17/19,96,10,10,10,10,9,9,moderate
Ocean View,94132,House,Private room,2,1,1,1,Futon,$65.00,$480.00,"$1,500.00",$150.00,$40.00,1,$10.00,30,1125,51,1,1/20/14,4/12/19,94,10,10,10,10,9,9,strict_14_with_grace_period
Glen Park,94131,House,Entire home/apt,5,1,2,2,Real Bed,$228.00,"$1,548.00","$6,650.00",$200.00,$95.00,4,$50.00,3,29,47,13,4/1/14,10/3/19,99,10,10,10,10,10,10,moderate
Nob Hill,94108,Apartment,Private room,2,1,1,1,Real Bed,$120.00,,"$3,500.00",$250.00,$80.00,1,$20.00,30,380,44,3,4/23/15,8/10/19,95,9,9,9,10,10,9,strict_14_with_grace_period
Castro/Upper Market,94114,Serviced apartment,Private room,2,1,1,1,Real Bed,$95.00,,"$1,670.00",$0.00,$125.00,1,$35.00,30,1125,95,5,1/2/14,8/25/19,96,10,10,10,10,10,9,moderate
Downtown/Civic Center,94102,Condominium,Entire home/apt,3,1,0,1,Real Bed,$150.00,,"$4,000.00",$499.00,,2,$12.00,30,1125,95,6,1/2/14,9/5/19,98,10,10,10,10,9,9,strict_14_with_grace_period
Noe Valley,94131,Condominium,Private room,1,1,1,1,Real Bed,$100.00,$850.00,"$3,000.00",$500.00,$25.00,1,$75.00,30,90,43,1,3/18/14,5/15/19,99,10,10,10,10,10,10,moderate
Outer Richmond,94121,Guest suite,Entire home/apt,2,1,0,1,Real Bed,$176.00,$900.00,,$0.00,$85.00,2,$0.00,2,29,230,59,7/30/15,9/15/19,96,10,10,10,10,10,10,strict_14_with_grace_period
Ocean View,94112,Guest suite,Entire home/apt,4,1,1,1,Real Bed,$130.00,,,$300.00,$65.00,2,$20.00,1,1125,351,72,1/26/14,9/24/19,96,10,10,10,10,10,10,moderate
Inner Richmond,94118,House,Private room,2,1,1,1,Real Bed,$125.00,$738.00,"$2,500.00",$100.00,$50.00,1,$15.00,2,1125,191,22,3/24/14,9/20/19,96,10,10,10,10,10,9,strict_14_with_grace_period
Potrero Hill,94107,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,$120.00,,,$500.00,$150.00,1,$20.00,30,120,106,6,3/23/14,9/8/19,97,10,10,10,10,10,9,moderate
West of Twin Peaks,94127,House,Private room,1,3,1,1,Real Bed,$40.00,$425.00,"$1,395.00",$500.00,$49.00,1,$40.00,2,30,228,51,1/12/14,10/13/19,95,10,10,10,10,10,10,strict_14_with_grace_period
Western Addition,94117,Apartment,Entire home/apt,6,2,3,2,Real Bed,$350.00,"$1,800.00",,$200.00,$180.00,2,$0.00,2,30,20,5,2/16/14,7/17/19,98,10,10,10,10,10,10,moderate
Marina,94123,House,Private room,2,1.5,1,0,Real Bed,$150.00,$900.00,"$3,800.00",$500.00,$100.00,1,$0.00,2,1125,383,60,1/30/14,9/25/19,98,10,10,10,10,10,10,moderate
West of Twin Peaks,94112,House,Private room,4,1,2,2,Real Bed,$195.00,"$1,400.00",,$250.00,$80.00,4,$50.00,4,30,137,23,7/18/14,10/8/19,92,10,9,10,10,10,9,moderate
Nob Hill,94109,Apartment,Entire home/apt,2,1,1,1,Real Bed,$150.00,"$1,050.00","$3,950.00",$500.00,$120.00,1,$0.00,30,256,27,0,2/22/14,9/8/18,97,10,10,10,10,10,9,moderate
West of Twin Peaks,94127,House,Entire home/apt,6,2,3,3,Real Bed,$450.00,"$3,150.00","$13,100.00",$500.00,$179.00,6,$25.00,3,1125,20,4,2/17/14,9/15/19,99,10,10,10,10,10,9,strict_14_with_grace_period
Outer Mission,94112,House,Private room,3,1,1,2,Real Bed,$90.00,$850.00,,,$10.00,1,$15.00,2,21,301,60,3/3/14,10/2/19,97,10,10,10,10,10,10,strict_14_with_grace_period
Haight Ashbury,94117,Apartment,Entire home/apt,3,1,1,2,Real Bed,$198.00,,,$500.00,$100.00,2,$50.00,30,90,144,4,1/24/14,7/31/19,95,10,10,10,10,10,10,moderate
Western Addition,94115,Apartment,Entire home/apt,3,1,1,1,Real Bed,$98.00,$775.00,"$3,100.00","$1,000.00",$100.00,1,$0.00,30,150,58,3,6/8/14,8/10/19,98,10,10,10,10,9,10,strict_14_with_grace_period
Pacific Heights,94115,House,Entire home/apt,5,2,3,3,Real Bed,$462.00,,,$250.00,$150.00,4,$0.00,2,45,104,19,3/23/14,10/8/19,96,10,10,10,10,10,9,moderate
Bernal Heights,94110,Apartment,Entire home/apt,3,1,1,1,Real Bed,$150.00,$850.00,"$2,800.00",$500.00,$75.00,2,$20.00,1,1125,114,36,11/1/14,9/25/19,98,10,10,10,10,9,10,moderate
Castro/Upper Market,94114,House,Private room,2,1,1,1,Real Bed,$120.00,$850.00,"$3,500.00",$200.00,$50.00,1,$0.00,3,5,35,11,7/28/15,10/8/19,99,10,10,10,10,10,9,moderate
Bernal Heights,94110,House,Private room,2,1,1,1,Real Bed,$105.00,$650.00,,$150.00,$30.00,1,$0.00,2,20,402,67,2/10/14,10/13/19,98,10,10,10,10,10,10,moderate
South of Market,94105,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,$160.00,,"$4,862.00",$300.00,$200.00,1,$0.00,30,1125,1,0,4/4/16,4/4/16,80,10,10,10,10,10,10,strict_14_with_grace_period
South of Market,94105,Serviced apartment,Entire home/apt,4,2,2,2,Real Bed,$175.00,,"$5,238.00",$300.00,$250.00,1,$0.00,30,1125,4,0,12/18/15,5/10/17,100,10,10,9,9,10,9,strict_14_with_grace_period
South of Market,94105,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,$140.00,,"$4,140.00",$300.00,$200.00,1,$0.00,30,1125,1,0,6/24/17,6/24/17,100,10,10,10,10,10,8,strict_14_with_grace_period
Mission,94110,House,Entire home/apt,9,2,5,4,Real Bed,$449.00,,,"$1,500.00",$100.00,6,$25.00,3,1125,28,12,1/23/14,8/13/19,96,10,10,10,10,10,10,strict_14_with_grace_period
Western Addition,94117,Apartment,Entire home/apt,2,1,0,1,Real Bed,$112.00,,"$3,350.00","$2,000.00",$150.00,1,$0.00,30,1125,5,0,5/3/14,1/31/17,92,9,8,10,9,10,8,strict_14_with_grace_period
Mission,94103,House,Private room,2,2,1,1,Real Bed,$101.00,$700.00,"$2,875.00",$95.00,$35.00,1,$10.00,30,125,257,0,2/1/14,6/6/18,94,10,10,10,10,9,9,moderate
Marina,94123,Apartment,Entire home/apt,2,1,1,1,Real Bed,$220.00,,"$6,450.00","$1,000.00",$100.00,2,$0.00,30,300,29,4,1/27/14,8/31/19,98,10,10,10,10,10,9,strict_14_with_grace_period
Castro/Upper Market,94114,Apartment,Entire home/apt,4,1,2,2,Real Bed,$900.00,,,$0.00,$199.00,1,$0.00,4,8,10,0,2/16/14,9/28/18,92,10,8,10,10,10,10,strict_14_with_grace_period
Western Addition,94117,House,Entire home/apt,5,2,2,3,Real Bed,$399.00,"$2,100.00",,$500.00,$150.00,6,$50.00,3,1125,36,5,2/10/14,7/2/19,91,10,8,10,10,10,9,strict_14_with_grace_period
Inner Richmond,94118,Condominium,Private room,1,1,1,2,Real Bed,$65.00,$490.00,"$1,700.00",$100.00,$50.00,1,$30.00,1,1125,345,57,1/24/14,9/29/19,96,10,9,10,10,10,10,moderate
North Beach,94111,Serviced apartment,Entire home/apt,2,1,1,1,Real Bed,$179.00,,"$5,460.00",$300.00,$285.00,1,$0.00,30,1125,1,0,9/17/16,9/17/16,80,6,10,10,10,10,10,flexible
Western Addition,94117,Condominium,Private room,2,1,1,1,Real Bed,$129.00,,,$0.00,$33.00,1,$0.00,2,90,209,68,2/9/16,10/5/19,99,10,10,10,10,10,10,strict_14_with_grace_period
West of Twin Peaks,94127,House,Private room,3,1,1,2,Real Bed,$500.00,,,,,1,$0.00,2,1125,0,0,,,,,,,,,,flexible
Russian Hill,94109,Apartment,Private room,1,1.5,1,1,Real Bed,$225.00,,,,$50.00,1,$0.00,31,31,9,0,4/12/14,1/11/18,100,10,10,10,10,10,10,strict_14_with_grace_period
Outer Sunset,94116,House,Entire home/apt,4,1,2,3,Real Bed,$175.00,"$1,000.00","$2,300.00",$100.00,$65.00,4,$40.00,4,31,99,26,12/2/15,10/6/19,98,10,10,10,10,10,10,flexible
Bernal Heights,94110,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$110.00,,,,$45.00,1,$0.00,2,1125,169,1,5/25/14,11/24/18,92,10,9,10,10,9,9,strict_14_with_grace_period
Marina,94123,Apartment,Entire home/apt,2,1,1,1,Real Bed,$195.00,,"$6,950.00",$500.00,$120.00,2,$0.00,30,200,27,5,2/2/14,9/14/19,99,10,10,10,10,10,10,strict_14_with_grace_period
Bayview,94134,Apartment,Entire home/apt,3,1,1,1,Real Bed,$130.00,$900.00,"$2,950.00","$2,000.00",$500.00,2,$50.00,90,180,13,0,2/18/14,5/31/17,88,10,9,8,9,10,10,flexible
North Beach,94133,Apartment,Entire home/apt,4,1,1,2,Real Bed,$105.00,,,"$4,000.00",$150.00,2,$15.00,30,150,93,4,1/5/14,5/1/19,94,9,9,9,10,10,9,strict_14_with_grace_period
Inner Sunset,94118,Apartment,Entire home/apt,4,1,2,2,Real Bed,$279.00,"$1,399.00",,$500.00,$100.00,4,$0.00,31,365,40,0,5/2/14,12/27/16,99,10,10,10,10,10,10,strict_14_with_grace_period
North Beach,94133,Apartment,Entire home/apt,3,1,1,2,Real Bed,$90.00,,,"$3,000.00",$150.00,1,$14.00,30,250,96,3,1/22/14,8/10/19,89,9,9,10,9,10,8,strict_14_with_grace_period
Outer Richmond,94121,House,Entire home/apt,8,3.5,4,4,Real Bed,$398.00,"$2,300.00",,$175.00,$125.00,5,$89.00,1,14,44,7,4/21/14,10/12/19,98,10,9,10,10,10,9,strict_14_with_grace_period
Bayview,94124,House,Private room,2,1,1,1,Real Bed,$99.00,,,$200.00,$0.00,1,$15.00,2,21,140,39,3/24/17,10/13/19,99,10,10,10,10,9,10,moderate
Haight Ashbury,94117,House,Entire home/apt,6,1.5,3,3,Real Bed,$500.00,,,$500.00,$225.00,4,$50.00,3,365,180,42,2/13/14,9/25/19,95,9,9,10,10,10,9,moderate
Outer Mission,94112,Apartment,Entire home/apt,4,1,2,2,Real Bed,$137.00,,"$4,200.00",$250.00,$85.00,2,$10.00,2,120,241,39,2/23/14,10/6/19,95,10,10,10,10,9,10,moderate
Mission,94110,Condominium,Private room,1,1,1,1,Real Bed,$105.00,,,,$65.00,1,$0.00,3,25,107,26,2/10/14,10/6/19,98,10,10,10,10,10,10,moderate
Downtown/Civic Center,94102,Apartment,Private room,2,1,1,1,Real Bed,$219.00,,,,,1,$0.00,1,7,14,1,2/21/14,9/19/19,100,10,10,10,10,10,10,moderate
Mission,,Condominium,Private room,1,1,1,1,Real Bed,$85.00,"$1,100.00","$3,100.00",$500.00,$125.00,1,$50.00,30,60,18,2,1/11/18,9/30/19,99,10,10,10,10,10,10,strict_14_with_grace_period
Marina,94123,Apartment,Private room,2,1.5,1,1,Real Bed,$200.00,,,$0.00,$130.00,1,$0.00,1,31,47,19,10/24/14,9/28/19,99,10,10,10,10,10,10,strict_14_with_grace_period
Western Addition,94102,Apartment,Entire home/apt,2,1,0,1,Real Bed,$105.00,,"$3,200.00",$500.00,$80.00,1,$0.00,30,1125,23,2,3/2/14,9/11/19,94,10,9,10,10,10,9,strict_14_with_grace_period
Outer Sunset,94122,Apartment,Entire home/apt,2,1,1,1,Real Bed,$105.00,$850.00,"$2,500.00",$100.00,$75.00,1,$0.00,30,60,52,7,7/5/14,9/7/19,97,10,10,10,10,10,10,moderate
Western Addition,94115,Apartment,Entire home/apt,6,1,3,4,Real Bed,$350.00,"$1,500.00","$5,400.00",$800.00,$240.00,3,$75.00,30,1125,85,9,1/18/15,4/8/19,97,10,10,10,10,10,10,strict_14_with_grace_period
Inner Richmond,94118,House,Private room,4,1,2,2,Real Bed,$350.00,"$1,690.00","$6,182.00",$500.00,$100.00,2,$15.00,2,1125,4,1,2/27/14,8/20/19,90,10,9,10,10,9,9,flexible
South of Market,94107,Condominium,Entire home/apt,2,1,0,1,Real Bed,$149.00,$941.00,"$3,893.00",$650.00,,1,$0.00,30,365,21,2,2/10/14,8/17/19,99,10,9,10,10,10,9,strict_14_with_grace_period
Bernal Heights,94110,Apartment,Entire home/apt,2,2,1,1,Real Bed,$250.00,,,$0.00,$100.00,1,$0.00,2,29,8,5,7/24/18,8/28/19,100,10,10,10,10,10,10,flexible
Marina,94123,Apartment,Entire home/apt,1,1,0,1,Real Bed,$93.00,"$1,250.00","$4,500.00",$250.00,$150.00,1,$0.00,30,90,7,4,2/17/14,9/15/19,97,10,9,10,10,10,9,strict_14_with_grace_period
Western Addition,94115,Apartment,Private room,3,1.5,1,2,Real Bed,$145.00,,,,,1,$0.00,3,1125,306,58,3/6/14,10/7/19,98,10,9,10,10,10,10,strict_14_with_grace_period
Seacliff,94121,House,Entire home/apt,8,1,2,2,Real Bed,$139.00,"$1,975.00","$7,900.00","$1,500.00",$185.00,4,$10.00,30,1125,129,2,3/13/14,8/22/19,95,9,9,10,10,10,9,moderate
Inner Richmond,94118,House,Entire home/apt,4,1.5,2,3,Real Bed,$220.00,"$2,050.00","$4,950.00",$700.00,$100.00,4,$30.00,30,60,30,1,2/17/14,6/16/19,97,10,10,10,10,10,9,strict_14_with_grace_period
Downtown/Civic Center,94109,Condominium,Entire home/apt,3,1,2,2,Real Bed,$170.00,,"$5,300.00",$500.00,$260.00,2,$50.00,30,1125,2,1,3/5/16,9/3/19,100,9,10,10,10,10,9,strict_14_with_grace_period
